"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"<U+0290>","<U+025B>","<U+0291>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","u","s","t","<U+0268>","<U+0272>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","b","i","j","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","<U+025B>","z","<U+0268>","g","n","a","t<U+0361>s","j","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","v","a","r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","k","<U+0254>","<U+0290>","<U+0268>","s","t","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","<U+0290>","u","t<U+0361>s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","b","a","v","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","d","<U+025B>","j","<U+0290>","a","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","r","u","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","<U+0254>","s","w","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","<U+0268>","t","<U+0254>","<U+0272>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","<U+025B>","p","r","<U+025B>","s","j","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","b","l","<U+0254>","k","<U+0254>","v","a","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","k","l","u","t<U+0361><U+0282>","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","w","<U+025B>","n","d","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","<U+0268>","k","t","a","t","<U+0254>","r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","v","a","r","t","a","w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"j","a","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","<U+0290>","u","t<U+0361><U+0255>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","r","u","x","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","d","<U+025B>","<U+0290>","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","r","<U+025B>","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","z","g","<U+0254>","d","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","z","a","d","<U+0254>","v","<U+0254>","l","<U+0254>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","<U+0282>","t<U+0361><U+0282>","<U+025B>~","<U+0255>","t<U+0361><U+0255>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","b","<U+025B>","n","d","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","r","a","g<U+02B2>","i","t<U+0361><U+0282>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","<U+0254>","<U+0254>","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","k<U+02B2>","<U+025B>","l","<U+025B>","t","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+025B>","s","t","a","<U+0290>","a","w","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","m","i","n","<U+0254>","<U+0272>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","l","a","m","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","k","<U+0254>","<U+0290>","<U+0268>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","k","r","a","v","<U+025B>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","s","k","a","<U+0290><U+0307>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","d","<U+0254>","s","t","<U+025B>","m","p","n","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","w","<U+0254>","<U+0255>","l","i","v","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+025B>","v","r","u","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+025B>","p","a","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","k","r","u","t","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","w","<U+0282>","<U+0268>","v","j","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"x","m","u","r","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","m","<U+0254>","r","d","<U+0254>","v","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","d","m","u","v","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0282>","u","w","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","r","a","z","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","t","<U+025B>","m","p","j","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","g","<U+0254>","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","r","<U+0254>","z","<U+025B>","r","v","a","l","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","r","u","j","n","<U+0254>","v","a","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","p","<U+0290>","<U+025B>","t<U+0361><U+0282>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","i","<U+0282>","t<U+0361><U+0282>","<U+0268>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","r","u","v","n","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","<U+0272>","<U+025B>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","r","u","t","a","l","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","a","j","b","j","<U+025B>","d","<U+0272>","<U+025B>","j","<U+0282>","<U+0268>","x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","<U+025B>","z","v","z","g","l","<U+025B>","n","d","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","<U+0272>","<U+025B>","p","<U+0254>","k","<U+0254>","j","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","s","<U+0268>","x","i","t<U+0361><U+0282>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","v","<U+0254>","l","<U+0272>","i","t<U+0361>s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","d","k","r","<U+025B>","<U+0255>","l","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","a","g","w","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","m","<U+025B>","n","t<U+0361><U+0282>","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+025B>","w","a","m","a","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","j","<U+025B>","k","w","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","m","u","<U+0255>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","k","a","r","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","b","<U+0254>","g<U+02B2>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","u","m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","w","u","m","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","d","<U+025B>","j","<U+0290>","<U+025B>","v","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","d","<U+0254>","p","u","<U+0282>","t<U+0361><U+0282>","a","l","n","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","p","<U+0254>","v","j","<U+025B>","d<U+0361>z","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","r","<U+0254>","<U+0291>","b","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","v","j","<U+025B>","<U+0255>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","v","a","w","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","p","a","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","w","<U+0282>","<U+0268>","v","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0291>","i","v","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","<U+0290>","u","t","<U+0272>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0255>","<U+025B>","n","t<U+0361><U+0255>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","w","<U+0254>","n","t<U+0361><U+0282>","<U+0268>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","r","<U+0268>","t","<U+0268>","k","u","j","<U+0254>","n","t<U+0361>s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","k","a","z","a","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","k","<U+0254>","m","p","l","<U+025B>","t","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","k","<U+0254>","d","l","i","v","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","a","s","<U+0254>","<U+0290>","<U+0268>","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","p","<U+0290>","<U+0268>","j","a","t<U+0361><U+0255>","<U+025B>","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","g","w","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361>s","<U+025B>","n","z","u","r","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","p","<U+0290>","<U+025B>","t<U+0361><U+0282>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","u","d","<U+0254>","b","u","j","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","l","<U+025B>","v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","r","v","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","m","u","t","<U+025B>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0255>","t<U+0361><U+0255>","<U+025B>","k","w","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0255>","<U+025B>","d<U+0361>z","<U+0254>","n","t<U+0361>s","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","<U+0254>","z","t<U+0361><U+0282>","a","r","<U+0254>","v","a","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","m","<U+0268>","<U+0255>","l","<U+0254>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","r","a","z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","a","r","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","p","<U+0290>","<U+025B>","t<U+0361><U+0282>","n","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","<U+0254>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","p","a","d","k<U+02B2>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","<U+0254>","k","s","<U+0268>","t<U+0361><U+0282>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","p","<U+0254>","k","<U+0254>","j","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","j","<U+025B>","m","<U+0272>","i","t<U+0361>s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","t<U+0361><U+0255>","i","s","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","a","r","a","d","<U+0254>","k","s","a","l","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361>s","<U+0254>","f","n","<U+0254>","<U+0272>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","p","r","<U+0254>","<U+0282>","t<U+0361><U+0282>","<U+0254>","n","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","k","r","<U+0268>","v","a","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","u","d","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","d","p","a","d","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","j","a","m","<U+025B>","n","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0268>","t<U+0361><U+0282>","<U+025B>","r","p","a","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","d","<U+0254>","s","k","<U+0254>","n","a","w","<U+0254>","<U+0255>","t<U+0361><U+0255>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0291>","i","m","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","p","<U+0254>","t","<U+0290>","<U+025B>","b","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0255>","m","j","<U+025B>","r","t","<U+025B>","l","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","v","j","<U+025B>~","<U+0291>","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","m","<U+0255>","t<U+0361><U+0255>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","d","v","r","<U+0254>","t","n","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","u","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","p","w","<U+0268>","n","<U+0254>","w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","r","a","<U+0282>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+0268>","l","<U+025B>","g","a","j","<U+0254>","n","t<U+0361>s","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","m","<U+0268>","l","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","a","p","a","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","w","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","<U+025B>","m","s","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","b","r","<U+0254>","<U+0272>","<U+0254>","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","a","<U+0272>","i","k","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","d","m","<U+0254>","v","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","d","r","a","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","p","<U+0290>","<U+025B>","s","t","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","p","a","d","w","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","t","a","l","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","k","r","a","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n","<U+025B>","r","v","<U+0254>","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","<U+0254>","r","<U+025B>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","<U+0282>","u","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","k","r","u","t<U+0361><U+0255>","<U+025B>","<U+0272>","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","<U+0254>","b","<U+025B>","t<U+0361>s","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","x","<U+025B>","n","t","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","r","<U+0254>","g<U+02B2>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","p","<U+0254>","r","n","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","b","<U+0254>","t","a","<U+0290>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0254>","r","a","<U+0290>","<U+025B>","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","v","j","<U+025B>","<U+0290>","<U+025B>","n","t<U+0361>s","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","a","p","a","l","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","d","a","v","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","t","<U+0268>","v","n","<U+0254>","<U+0255>","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","<U+0282>","k","<U+0254>","d<U+0361><U+0291>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","<U+0254>","p","u","r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+0268>","m","u","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","r","t<U+0361><U+0255>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","l","<U+0254>","k","<U+0254>","v","a","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","z","d","<U+0254>","l","n","<U+0268>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0272>","<U+025B>","n","a","v","i","d<U+0361><U+0291>","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","w","a","g","a","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","v","j","<U+025B>","r","d<U+0361><U+0291>","i","t<U+0361><U+0255>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","t<U+0361><U+0282>","<U+025B>","l","i","n","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","<U+0290>","<U+025B>","<U+0255>","l","a","d","<U+0254>","v","a","<U+0272>","<U+025B>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0254>","d","m","a","v","j","a","j","<U+0254>","n","t<U+0361>s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","w","a","m","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","<U+0290>","<U+0268>","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","z","<U+0254>","l","a","t<U+0361>s","j","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"<U+0282>","a","l","<U+025B>","<U+0272>","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","b","u","s","t","v","<U+0254>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
