one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twenty_one,twenty_two,twenty_three,twenty_four,twenty_five,twenty_six,twenty_seven,twenty_eight
m,a,t,u,s,i,,,,,,,,,,,,,,,,,,,,,,
k,u,s,i,k,i,t,i,ʃ,a,,,,,,,,,,,,,,,,,,
k,u,ɲ,o,ɲ,a,,,,,,,,,,,,,,,,,,,,,,
k,u,t,͡,ʃ,e,l,e,w,e,ʃ,a,,,,,,,,,,,,,,,,
k,i,z,u,n,ɡ,u,z,u,n,ɡ,u,,,,,,,,,,,,,,,,
h,a,k,u,p,e,n,d,a,,,,,,,,,,,,,,,,,,,
u,k,u,n,ɡ,u,,,,,,,,,,,,,,,,,,,,,,
u,k,a,i,ɗ,i,,,,,,,,,,,,,,,,,,,,,,
u,t,͡,ʃ,a,t,͡,ʃ,e,,,,,,,,,,,,,,,,,,,
p,u,n,ɡ,u,f,u,,,,,,,,,,,,,,,,,,,,,
p,a,m,b,a,n,o,,,,,,,,,,,,,,,,,,,,,
m,s,a,l,i,t,i,,,,,,,,,,,,,,,,,,,,,
m,a,s,i,k,i,n,i,,,,,,,,,,,,,,,,,,,,
m,a,ʄ,e,ɾ,u,h,i,,,,,,,,,,,,,,,,,,,,
k,u,z,i,m,u,,,,,,,,,,,,,,,,,,,,,,
k,u,p,o,t,o,ʃ,a,,,,,,,,,,,,,,,,,,,,
k,u,ɠ,e,u,z,w,a,,,,,,,,,,,,,,,,,,,,
k,i,u,,,,,,,,,,,,,,,,,,,,,,,,,
ʄ,i,h,a,ɗ,i,,,,,,,,,,,,,,,,,,,,,,
u,t,o,m,v,u,,,,,,,,,,,,,,,,,,,,,,
u,ʄ,a,n,ɟ,a,,,,,,,,,,,,,,,,,,,,,,
u,i,n,ɡ,i,z,a,ʄ,i,,,,,,,,,,,,,,,,,,,
u,ɓ,e,ɓ,e,ɾ,u,,,,,,,,,,,,,,,,,,,,,
u,ɓ,a,j,a,,,,,,,,,,,,,,,,,,,,,,,
s,o,ɗ,a,,,,,,,,,,,,,,,,,,,,,,,,
o,v,j,o,,,,,,,,,,,,,,,,,,,,,,,,
o,m,b,a,o,m,b,a,,,,,,,,,,,,,,,,,,,,
k,u,u,m,i,a,,,,,,,,,,,,,,,,,,,,,,
k,u,p,a,s,u,l,i,w,a,,,,,,,,,,,,,,,,,,
k,u,a,n,ɡ,a,m,i,a,,,,,,,,,,,,,,,,,,,
i,s,s,u,e,s,,,,,,,,,,,,,,,,,,,,,,
h,a,ɾ,ɗ,,,,,,,,,,,,,,,,,,,,,,,,
w,a,s,i,o,ʄ,u,a,,,,,,,,,,,,,,,,,,,,
w,a,ɲ,o,n,ɡ,e,,,,,,,,,,,,,,,,,,,,,
w,a,a,t,͡,ʃ,e,,,,,,,,,,,,,,,,,,,,,
u,h,a,s,a,m,a,,,,,,,,,,,,,,,,,,,,,
u,t,͡,ʃ,o,k,o,z,i,,,,,,,,,,,,,,,,,,,
u,ɓ,a,t,i,l,i,,,,,,,,,,,,,,,,,,,,,
ʃ,u,t,u,m,a,,,,,,,,,,,,,,,,,,,,,,
n,d,i,m,u,,,,,,,,,,,,,,,,,,,,,,,
m,u,a,f,a,k,a,,,,,,,,,,,,,,,,,,,,,
m,i,ɠ,u,m,u,,,,,,,,,,,,,,,,,,,,,,
m,a,t,͡,ʃ,u,n,ɡ,u,,,,,,,,,,,,,,,,,,,
k,u,z,o,ɾ,o,t,a,,,,,,,,,,,,,,,,,,,,
k,u,p,u,u,z,a,,,,,,,,,,,,,,,,,,,,,
k,u,ð,o,o,f,i,ʃ,a,,,,,,,,,,,,,,,,,,,
k,i,ɲ,a,ɠ,o,,,,,,,,,,,,,,,,,,,,,,
k,i,ɓ,a,ɠ,u,z,i,,,,,,,,,,,,,,,,,,,,
h,u,v,a,l,i,w,a,,,,,,,,,,,,,,,,,,,,
h,a,i,p,o,,,,,,,,,,,,,,,,,,,,,,,
ɓ,ɾ,o,k,e,n,,,,,,,,,,,,,,,,,,,,,,
ɓ,a,ɗ,,,,,,,,,,,,,,,,,,,,,,,,,
j,a,s,i,j,o,f,a,a,,,,,,,,,,,,,,,,,,,
w,a,ɾ,n,i,n,ɡ,,,,,,,,,,,,,,,,,,,,,
u,v,i,v,u,,,,,,,,,,,,,,,,,,,,,,,
u,ʄ,i,n,ɡ,a,,,,,,,,,,,,,,,,,,,,,,
t,a,n,ɡ,i,,,,,,,,,,,,,,,,,,,,,,,
m,a,ʃ,i,n,a,,,,,,,,,,,,,,,,,,,,,,
m,a,p,u,n,ɡ,u,f,u,,,,,,,,,,,,,,,,,,,
k,u,w,a,t,e,s,a,,,,,,,,,,,,,,,,,,,,
k,u,s,i,t,a,,,,,,,,,,,,,,,,,,,,,,
k,u,m,ɾ,u,h,u,s,u,,,,,,,,,,,,,,,,,,,
k,u,l,i,p,u,k,a,,,,,,,,,,,,,,,,,,,,
k,u,k,a,ɓ,i,l,i,w,a,,,,,,,,,,,,,,,,,,
k,u,ʄ,i,o,n,a,,,,,,,,,,,,,,,,,,,,,
k,u,ɠ,o,n,ɡ,a,,,,,,,,,,,,,,,,,,,,,
k,u,ɠ,a,w,a,ɲ,i,k,a,,,,,,,,,,,,,,,,,,
k,i,t,o,t,o,,,,,,,,,,,,,,,,,,,,,,
k,i,k,a,t,i,l,i,,,,,,,,,,,,,,,,,,,,
k,i,ʄ,i,t,o,,,,,,,,,,,,,,,,,,,,,,
ʄ,e,m,b,e,,,,,,,,,,,,,,,,,,,,,,,
h,a,t,m,a,,,,,,,,,,,,,,,,,,,,,,,
ɣ,a,ɾ,i,k,a,,,,,,,,,,,,,,,,,,,,,,
ɗ,o,s,a,ɾ,i,,,,,,,,,,,,,,,,,,,,,,
ɗ,e,a,θ,,,,,,,,,,,,,,,,,,,,,,,,
ɓ,u,ɠ,,,,,,,,,,,,,,,,,,,,,,,,,
ɗ,i,c,k,,,,,,,,,,,,,,,,,,,,,,,,
w,a,o,v,u,,,,,,,,,,,,,,,,,,,,,,,
w,a,k,i,p,i,n,ɡ,a,,,,,,,,,,,,,,,,,,,
u,v,u,m,b,a,,,,,,,,,,,,,,,,,,,,,,
u,k,i,u,k,w,a,ʄ,i,,,,,,,,,,,,,,,,,,,
u,h,a,i,n,i,,,,,,,,,,,,,,,,,,,,,,
p,u,m,z,i,k,o,,,,,,,,,,,,,,,,,,,,,
p,ɾ,o,p,a,ɠ,a,n,d,a,,,,,,,,,,,,,,,,,,
m,w,i,k,o,,,,,,,,,,,,,,,,,,,,,,,
m,w,i,ɓ,a,,,,,,,,,,,,,,,,,,,,,,,
m,w,a,ɲ,a,,,,,,,,,,,,,,,,,,,,,,,
m,h,a,l,i,f,u,,,,,,,,,,,,,,,,,,,,,
m,a,s,u,m,b,u,k,o,,,,,,,,,,,,,,,,,,,
m,a,k,o,v,u,,,,,,,,,,,,,,,,,,,,,,
k,u,z,i,m,a,,,,,,,,,,,,,,,,,,,,,,
k,u,t,o,ɾ,i,ð,i,k,a,,,,,,,,,,,,,,,,,,
k,u,t,e,s,w,a,,,,,,,,,,,,,,,,,,,,,
k,u,p,o,ɾ,a,,,,,,,,,,,,,,,,,,,,,,
k,u,k,a,t,a,l,i,w,a,,,,,,,,,,,,,,,,,,
k,u,k,a,n,u,ʃ,a,,,,,,,,,,,,,,,,,,,,
k,u,ɓ,o,m,o,a,,,,,,,,,,,,,,,,,,,,,
e,ɾ,ɾ,o,ɾ,s,,,,,,,,,,,,,,,,,,,,,,
ɓ,a,l,a,a,,,,,,,,,,,,,,,,,,,,,,,
w,a,n,a,h,u,s,i,k,a,,,,,,,,,,,,,,,,,,
w,a,m,e,k,i,m,b,i,a,,,,,,,,,,,,,,,,,,
u,v,u,n,ɟ,a,ʄ,i,,,,,,,,,,,,,,,,,,,,
u,m,a,s,i,k,i,n,i,,,,,,,,,,,,,,,,,,,
t,i,ʃ,o,,,,,,,,,,,,,,,,,,,,,,,,
ʃ,a,ɗ,i,ɗ,i,,,,,,,,,,,,,,,,,,,,,,
m,z,u,ʃ,i,,,,,,,,,,,,,,,,,,,,,,,
m,n,e,n,e,,,,,,,,,,,,,,,,,,,,,,,
m,a,k,a,p,i,,,,,,,,,,,,,,,,,,,,,,
l,i,m,o,,,,,,,,,,,,,,,,,,,,,,,,
k,u,t,o,e,l,e,w,a,n,a,,,,,,,,,,,,,,,,,
k,u,l,a,l,a,m,i,k,a,,,,,,,,,,,,,,,,,,
k,i,z,a,m,a,n,i,,,,,,,,,,,,,,,,,,,,
k,i,f,a,n,i,,,,,,,,,,,,,,,,,,,,,,
i,m,e,ʃ,i,n,d,w,a,,,,,,,,,,,,,,,,,,,
w,a,s,a,l,i,t,i,,,,,,,,,,,,,,,,,,,,
w,a,n,a,k,a,ɓ,i,l,i,w,a,,,,,,,,,,,,,,,,
w,a,m,e,ʃ,i,n,d,w,a,,,,,,,,,,,,,,,,,,
u,z,e,m,b,e,,,,,,,,,,,,,,,,,,,,,,
u,n,k,n,o,w,n,,,,,,,,,,,,,,,,,,,,,
u,n,a,f,i,k,i,,,,,,,,,,,,,,,,,,,,,
u,h,u,n,i,,,,,,,,,,,,,,,,,,,,,,,
t,u,l,i,,,,,,,,,,,,,,,,,,,,,,,,
ʃ,o,k,a,,,,,,,,,,,,,,,,,,,,,,,,
ɾ,a,i,l,,,,,,,,,,,,,,,,,,,,,,,,
p,u,p,a,,,,,,,,,,,,,,,,,,,,,,,,
ɲ,u,f,a,,,,,,,,,,,,,,,,,,,,,,,,
ɲ,o,n,ɡ,a,,,,,,,,,,,,,,,,,,,,,,,
n,ɡ,u,m,i,,,,,,,,,,,,,,,,,,,,,,,
n,e,ɠ,a,t,i,v,e,,,,,,,,,,,,,,,,,,,,
m,s,u,k,o,s,u,k,o,,,,,,,,,,,,,,,,,,,
m,s,i,ɓ,a,,,,,,,,,,,,,,,,,,,,,,,
m,a,t,͡,ʃ,a,n,ɡ,a,,,,,,,,,,,,,,,,,,,
l,i,s,i,l,o,k,u,w,a,,,,,,,,,,,,,,,,,,
l,i,m,a,u,,,,,,,,,,,,,,,,,,,,,,,
k,u,z,u,n,ɡ,u,k,w,a,,,,,,,,,,,,,,,,,,
k,u,w,a,a,ð,i,ɓ,u,,,,,,,,,,,,,,,,,,,
k,u,t,o,k,u,ɓ,a,l,i,a,n,a,,,,,,,,,,,,,,,
k,u,t,e,l,e,k,e,z,w,a,,,,,,,,,,,,,,,,,
k,u,p,o,t,o,k,a,,,,,,,,,,,,,,,,,,,,
k,u,k,w,a,m,a,,,,,,,,,,,,,,,,,,,,,
k,u,k,o,s,o,l,e,w,a,,,,,,,,,,,,,,,,,,
k,u,k,i,u,k,a,,,,,,,,,,,,,,,,,,,,,
k,u,k,a,t,i,ʃ,a,,,,,,,,,,,,,,,,,,,,
k,o,v,u,,,,,,,,,,,,,,,,,,,,,,,,
k,i,f,a,f,a,,,,,,,,,,,,,,,,,,,,,,
i,n,a,k,o,s,a,,,,,,,,,,,,,,,,,,,,,
h,a,z,i,e,l,e,w,e,k,i,,,,,,,,,,,,,,,,,
h,a,i,k,u,ɓ,a,l,i,k,i,,,,,,,,,,,,,,,,,
ɠ,o,f,u,,,,,,,,,,,,,,,,,,,,,,,,
ɗ,i,e,,,,,,,,,,,,,,,,,,,,,,,,,
ð,i,m,a,,,,,,,,,,,,,,,,,,,,,,,,
w,ɾ,o,n,ɡ,,,,,,,,,,,,,,,,,,,,,,,
w,a,n,a,ʄ,i,t,a,h,i,ɗ,i,,,,,,,,,,,,,,,,
v,i,z,i,w,i,,,,,,,,,,,,,,,,,,,,,,
u,p,u,u,z,i,,,,,,,,,,,,,,,,,,,,,,
m,w,u,a,ʄ,i,,,,,,,,,,,,,,,,,,,,,,
m,ʄ,a,k,a,z,i,,,,,,,,,,,,,,,,,,,,,
m,i,s,u,k,o,s,u,k,o,,,,,,,,,,,,,,,,,,
m,i,a,ɲ,a,,,,,,,,,,,,,,,,,,,,,,,
m,a,t,͡,ʃ,a,t,͡,ʃ,a,ɾ,i,,,,,,,,,,,,,,,,
l,i,l,i,l,o,a,t,͡,ʃ,w,a,,,,,,,,,,,,,,,,
k,u,m,k,a,t,a,a,,,,,,,,,,,,,,,,,,,,
k,u,ɗ,a,n,ɡ,a,ɲ,w,a,,,,,,,,,,,,,,,,,,
k,u,t,͡,ʃ,i,n,ɟ,w,a,,,,,,,,,,,,,,,,,,
k,i,m,a,ɓ,a,v,u,,,,,,,,,,,,,,,,,,,,
k,i,h,a,f,i,ð,i,n,a,,,,,,,,,,,,,,,,,,
k,i,t,͡,ʃ,e,k,e,ʃ,o,,,,,,,,,,,,,,,,,,
k,i,ɓ,a,n,d,a,,,,,,,,,,,,,,,,,,,,,
ʄ,a,ɾ,i,ɓ,u,,,,,,,,,,,,,,,,,,,,,,
i,s,s,u,e,,,,,,,,,,,,,,,,,,,,,,,
ɣ,a,f,i,,,,,,,,,,,,,,,,,,,,,,,,
a,k,i,f,a,,,,,,,,,,,,,,,,,,,,,,,
j,a,l,i,j,o,a,θ,i,ɾ,i,k,a,,,,,,,,,,,,,,,
w,a,v,u,,,,,,,,,,,,,,,,,,,,,,,,
w,a,m,e,p,i,n,ɡ,a,,,,,,,,,,,,,,,,,,,
w,a,l,i,o,i,n,ɡ,i,a,,,,,,,,,,,,,,,,,,
v,i,s,i,n,ɡ,i,z,i,o,,,,,,,,,,,,,,,,,,
u,p,u,m,b,a,v,u,,,,,,,,,,,,,,,,,,,,
u,p,o,t,o,ʃ,a,ʄ,i,,,,,,,,,,,,,,,,,,,
u,o,n,e,v,u,,,,,,,,,,,,,,,,,,,,,,
u,ɲ,a,ɲ,a,p,a,a,,,,,,,,,,,,,,,,,,,,
u,n,f,o,ɾ,t,u,n,a,t,e,l,j,,,,,,,,,,,,,,,
u,n,d,u,ɠ,u,,,,,,,,,,,,,,,,,,,,,,
u,n,a,ʄ,i,s,i,,,,,,,,,,,,,,,,,,,,,
u,l,a,ɣ,a,i,,,,,,,,,,,,,,,,,,,,,,
t,ɾ,o,u,ɓ,l,e,,,,,,,,,,,,,,,,,,,,,
s,j,n,d,ɾ,o,m,e,,,,,,,,,,,,,,,,,,,,
ʃ,u,k,a,,,,,,,,,,,,,,,,,,,,,,,,
ɾ,i,s,k,,,,,,,,,,,,,,,,,,,,,,,,
p,i,ɠ,a,n,o,,,,,,,,,,,,,,,,,,,,,,
p,i,ɠ,,,,,,,,,,,,,,,,,,,,,,,,,
n,a,h,a,u,,,,,,,,,,,,,,,,,,,,,,,
m,p,a,s,u,k,o,,,,,,,,,,,,,,,,,,,,,
m,i,s,t,a,k,e,s,,,,,,,,,,,,,,,,,,,,
m,i,ɠ,o,m,o,,,,,,,,,,,,,,,,,,,,,,
m,a,p,e,p,o,,,,,,,,,,,,,,,,,,,,,,
k,u,t,a,z,a,m,i,a,,,,,,,,,,,,,,,,,,,
k,u,k,a,n,a,,,,,,,,,,,,,,,,,,,,,,
k,u,ɣ,u,ʃ,i,,,,,,,,,,,,,,,,,,,,,,
k,u,f,u,n,ɡ,i,a,,,,,,,,,,,,,,,,,,,,
k,o,f,i,,,,,,,,,,,,,,,,,,,,,,,,
k,i,l,e,m,a,,,,,,,,,,,,,,,,,,,,,,
k,e,ʄ,e,l,i,,,,,,,,,,,,,,,,,,,,,,
ʄ,i,p,u,,,,,,,,,,,,,,,,,,,,,,,,
ʄ,a,m,b,a,z,i,,,,,,,,,,,,,,,,,,,,,
i,n,v,a,l,i,ɗ,,,,,,,,,,,,,,,,,,,,,
i,n,f,ɾ,i,n,ɡ,e,m,e,n,t,,,,,,,,,,,,,,,,
h,o,ɗ,i,,,,,,,,,,,,,,,,,,,,,,,,
h,a,ɾ,i,ɓ,i,f,u,,,,,,,,,,,,,,,,,,,,
ɠ,a,n,z,i,,,,,,,,,,,,,,,,,,,,,,,
f,a,t,t,j,,,,,,,,,,,,,,,,,,,,,,,
f,a,i,l,e,ɗ,,,,,,,,,,,,,,,,,,,,,,
ɓ,a,k,a,,,,,,,,,,,,,,,,,,,,,,,,
a,m,e,k,u,ɓ,a,l,i,,,,,,,,,,,,,,,,,,,
w,a,n,e,,,,,,,,,,,,,,,,,,,,,,,,
w,a,n,a,f,i,k,i,,,,,,,,,,,,,,,,,,,,
w,a,l,a,o,,,,,,,,,,,,,,,,,,,,,,,
u,f,a,ʃ,i,s,t,i,,,,,,,,,,,,,,,,,,,,
u,ð,a,l,i,l,i,ʃ,a,ʄ,i,,,,,,,,,,,,,,,,,
u,t,͡,ʃ,o,t,͡,ʃ,e,z,i,,,,,,,,,,,,,,,,,
u,ɓ,a,ð,i,ɾ,i,f,u,,,,,,,,,,,,,,,,,,,
t,e,t,e,s,i,,,,,,,,,,,,,,,,,,,,,,
m,u,u,a,ʄ,i,,,,,,,,,,,,,,,,,,,,,,
m,t,i,i,f,u,,,,,,,,,,,,,,,,,,,,,,
m,ɲ,o,n,ɡ,e,,,,,,,,,,,,,,,,,,,,,,
m,a,u,n,ɡ,a,m,o,,,,,,,,,,,,,,,,,,,,
m,a,t,u,t,a,,,,,,,,,,,,,,,,,,,,,,
m,a,s,i,k,i,t,i,k,o,,,,,,,,,,,,,,,,,,
m,a,a,s,i,,,,,,,,,,,,,,,,,,,,,,,
l,i,m,i,t,e,ɗ,,,,,,,,,,,,,,,,,,,,,
l,i,m,i,t,,,,,,,,,,,,,,,,,,,,,,,
k,u,u,m,i,z,a,,,,,,,,,,,,,,,,,,,,,
k,u,t,a,t,a,n,i,ʃ,a,,,,,,,,,,,,,,,,,,
k,u,ʃ,i,n,i,k,i,z,a,,,,,,,,,,,,,,,,,,
k,u,p,i,n,ɡ,a,n,a,,,,,,,,,,,,,,,,,,,
k,u,l,e,w,a,,,,,,,,,,,,,,,,,,,,,,
k,u,ð,a,ɾ,a,u,l,i,w,a,,,,,,,,,,,,,,,,,
k,o,n,d,e,,,,,,,,,,,,,,,,,,,,,,,
k,o,a,,,,,,,,,,,,,,,,,,,,,,,,,
k,i,ɲ,a,ŋ,a,ɲ,i,ɾ,o,,,,,,,,,,,,,,,,,,
k,e,ɾ,o,,,,,,,,,,,,,,,,,,,,,,,,
ʄ,i,n,a,m,i,z,i,,,,,,,,,,,,,,,,,,,,
i,n,c,o,m,p,a,t,i,ɓ,l,e,,,,,,,,,,,,,,,,
i,n,a,w,a,k,a,,,,,,,,,,,,,,,,,,,,,
i,m,e,h,a,ɾ,i,ɓ,i,k,a,,,,,,,,,,,,,,,,,
i,k,a,a,n,ɡ,u,k,a,,,,,,,,,,,,,,,,,,,
h,a,w,a,k,u,ɓ,a,l,i,a,n,i,,,,,,,,,,,,,,,
ɣ,a,ð,a,ɓ,u,,,,,,,,,,,,,,,,,,,,,,
f,a,l,s,e,,,,,,,,,,,,,,,,,,,,,,,
ɗ,i,s,o,ɾ,ɗ,e,ɾ,,,,,,,,,,,,,,,,,,,,
ð,i,h,a,k,a,,,,,,,,,,,,,,,,,,,,,,
ɗ,e,c,l,i,n,e,,,,,,,,,,,,,,,,,,,,,
c,o,l,ɗ,,,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,u,t,͡,ʃ,u,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,i,n,i,t,͡,ʃ,i,n,i,,,,,,,,,,,,,,,,
t,͡,ʃ,e,p,e,s,i,,,,,,,,,,,,,,,,,,,,
ɓ,u,ɓ,u,,,,,,,,,,,,,,,,,,,,,,,,
ɓ,o,v,u,,,,,,,,,,,,,,,,,,,,,,,,
a,l,i,j,e,ʃ,i,n,d,w,a,,,,,,,,,,,,,,,,,
a,l,i,k,a,n,u,ʃ,a,,,,,,,,,,,,,,,,,,,
a,ɓ,u,s,e,,,,,,,,,,,,,,,,,,,,,,,
s,m,a,c,k,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,t,̪,i,k,a,,,,,,,,,,,,,,,,,,,,,,
i,l,l,a,j,,,,,,,,,,,,,,,,,,,,,,,
p,o,ɾ,u,ɭ,,,,,,,,,,,,,,,,,,,,,,,
a,ɭ,a,ʋ,u,,,,,,,,,,,,,,,,,,,,,,,
i,r,a,p,p,u,,,,,,,,,,,,,,,,,,,,,,
m,a,ʈ,ʈ,u,m,,,,,,,,,,,,,,,,,,,,,,
a,r,i,ʋ,i,j,a,l,,,,,,,,,,,,,,,,,,,,
k,u,r,a,j,n,̪,t,̪,a,,,,,,,,,,,,,,,,,,
i,t,̪,a,n,a,j,,,,,,,,,,,,,,,,,,,,,
n,̪,o,ː,j,,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,i,r,u,,,,,,,,,,,,,,,,,,,,,,
p,a,ɻ,a,j,j,a,,,,,,,,,,,,,,,,,,,,,
a,t,̪,i,k,a,m,a,ː,k,a,,,,,,,,,,,,,,,,,
e,n,,,,,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,e,j,j,a,p,p,a,ʈ,ʈ,a,,,,,,,,,,,,,,,
n,̪,i,ː,ɳ,ʈ,a,,,,,,,,,,,,,,,,,,,,,
ʋ,i,ʈ,ʈ,u,,,,,,,,,,,,,,,,,,,,,,,
e,ɳ,ɳ,i,k,k,a,j,,,,,,,,,,,,,,,,,,,,
a,ʈ,i,,,,,,,,,,,,,,,,,,,,,,,,,
t,̪,u,ɳ,a,j,,,,,,,,,,,,,,,,,,,,,,
t,̪,a,n,m,a,j,,,,,,,,,,,,,,,,,,,,,
p,a,ɳ,i,,,,,,,,,,,,,,,,,,,,,,,,
k,u,r,a,j,ʋ,a,ː,n,a,,,,,,,,,,,,,,,,,,
i,r,u,t,̪,i,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,a,ː,t,̪,a,ː,ɾ,a,ɳ,a,,,,,,,,,,,,,,,
i,ʋ,a,ɾ,u,k,k,u,,,,,,,,,,,,,,,,,,,,
i,l,l,a,ː,t,̪,a,,,,,,,,,,,,,,,,,,,,
e,t,̪,i,ɾ,a,ː,n,a,,,,,,,,,,,,,,,,,,,
p,o,ː,ʈ,ʈ,i,,,,,,,,,,,,,,,,,,,,,,
p,a,ɾ,a,ʋ,a,l,a,ː,k,a,,,,,,,,,,,,,,,,,
k,a,ʈ,a,n,,,,,,,,,,,,,,,,,,,,,,,
ʋ,i,l,a,j,,,,,,,,,,,,,,,,,,,,,,,
t,̪,a,ʈ,a,j,,,,,,,,,,,,,,,,,,,,,,
p,e,ɾ,i,t,̪,u,m,,,,,,,,,,,,,,,,,,,,
k,u,ɻ,a,n,̪,t,̪,a,j,,,,,,,,,,,,,,,,,,
e,t,̪,i,ɾ,p,p,u,,,,,,,,,,,,,,,,,,,,
p,a,ʈ,a,j,,,,,,,,,,,,,,,,,,,,,,,
t,̪,a,ː,k,k,u,t,̪,a,l,,,,,,,,,,,,,,,,,
e,t,̪,i,ɾ,,,,,,,,,,,,,,,,,,,,,,,
m,a,r,u,,,,,,,,,,,,,,,,,,,,,,,,
ʋ,a,ɻ,a,k,k,u,,,,,,,,,,,,,,,,,,,,,
m,a,ː,r,r,u,,,,,,,,,,,,,,,,,,,,,,
a,ɻ,u,t,̪,t,̪,a,m,,,,,,,,,,,,,,,,,,,
p,a,ɾ,u,ʋ,a,,,,,,,,,,,,,,,,,,,,,,
k,u,r,u,k,i,j,a,,,,,,,,,,,,,,,,,,,,
i,t,͡,ʃ,a,j,j,i,l,,,,,,,,,,,,,,,,,,,
k,a,ʈ,ʈ,i,,,,,,,,,,,,,,,,,,,,,,,
k,u,r,r,a,m,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,a,ɳ,ʈ,a,j,,,,,,,,,,,,,,,,,,,,
p,u,ɭ,ɭ,i,,,,,,,,,,,,,,,,,,,,,,,
m,u,r,r,i,l,u,m,,,,,,,,,,,,,,,,,,,,
k,o,l,a,j,,,,,,,,,,,,,,,,,,,,,,,
n,̪,i,r,a,j,n,̪,t,̪,a,,,,,,,,,,,,,,,,,
k,u,r,a,j,n,̪,t,̪,a,t,̪,u,,,,,,,,,,,,,,,
p,u,r,r,u,n,̪,o,ː,j,,,,,,,,,,,,,,,,,,
a,t,͡,ʃ,t,͡,ʃ,u,,,,,,,,,,,,,,,,,,,,
ʋ,a,ɾ,a,j,j,a,r,a,j,,,,,,,,,,,,,,,,,,
p,e,ɾ,u,m,a,ɭ,a,ʋ,i,l,,,,,,,,,,,,,,,,,
k,a,ʈ,ʈ,a,m,a,j,p,p,u,,,,,,,,,,,,,,,,,
a,ː,n,,,,,,,,,,,,,,,,,,,,,,,,,
i,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,a,ː,ɾ,p,u,,,,,,,,,,,,,,,,,,,,
t,̪,a,ʋ,a,r,a,ː,n,a,,,,,,,,,,,,,,,,,,
i,r,a,n,̪,t,̪,a,,,,,,,,,,,,,,,,,,,,
ʋ,e,ɭ,i,j,i,ː,ʈ,u,,,,,,,,,,,,,,,,,,,
a,ʈ,ʈ,a,j,,,,,,,,,,,,,,,,,,,,,,,
e,ː,r,a,k,k,u,r,a,j,j,a,,,,,,,,,,,,,,,,
k,u,r,a,j,n,̪,t,̪,u,,,,,,,,,,,,,,,,,,
m,a,ː,r,u,p,a,ʈ,ʈ,a,,,,,,,,,,,,,,,,,,
e,l,l,a,j,,,,,,,,,,,,,,,,,,,,,,,
p,a,ɻ,a,m,a,j,j,a,ː,n,a,,,,,,,,,,,,,,,,
p,i,ɾ,i,n,̪,t,̪,u,,,,,,,,,,,,,,,,,,,
ʋ,a,l,i,,,,,,,,,,,,,,,,,,,,,,,,
k,a,ʈ,ʈ,u,p,p,a,ː,ʈ,u,,,,,,,,,,,,,,,,,
a,r,i,k,u,r,i,k,a,ɭ,,,,,,,,,,,,,,,,,,
m,a,ː,r,u,m,,,,,,,,,,,,,,,,,,,,,,
p,o,ː,ɾ,a,ː,ʈ,ʈ,a,m,,,,,,,,,,,,,,,,,,
ʋ,a,l,a,j,,,,,,,,,,,,,,,,,,,,,,,
t,̪,a,ʈ,u,p,p,u,,,,,,,,,,,,,,,,,,,,
k,u,ː,ʈ,ʈ,a,m,,,,,,,,,,,,,,,,,,,,,
a,ɾ,a,j,,,,,,,,,,,,,,,,,,,,,,,,
a,ɻ,a,r,t,͡,ʃ,i,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,i,k,k,a,l,,,,,,,,,,,,,,,,,,,,
t,̪,a,ɳ,ʈ,a,n,a,j,,,,,,,,,,,,,,,,,,,
ʋ,i,t,͡,ʃ,a,j,,,,,,,,,,,,,,,,,,,,,
n,̪,a,ɾ,a,m,p,u,,,,,,,,,,,,,,,,,,,,
k,a,ʈ,u,m,a,j,j,a,ː,k,a,,,,,,,,,,,,,,,,
p,a,ː,t,̪,i,k,k,a,p,p,a,ʈ,ʈ,a,,,,,,,,,,,,,
i,l,a,k,k,u,,,,,,,,,,,,,,,,,,,,,,
a,t,̪,i,k,a,p,p,a,ʈ,i,j,a,ː,n,a,,,,,,,,,,,,
k,u,r,a,j,ʋ,u,,,,,,,,,,,,,,,,,,,,,
k,a,ː,ʈ,ʈ,u,,,,,,,,,,,,,,,,,,,,,,
k,a,ʈ,ʈ,a,r,r,a,,,,,,,,,,,,,,,,,,,,
a,ɳ,a,j,,,,,,,,,,,,,,,,,,,,,,,,
k,a,r,p,a,n,a,j,,,,,,,,,,,,,,,,,,,,
i,ʈ,a,j,ʋ,e,ɭ,i,,,,,,,,,,,,,,,,,,,,
t,͡,ʃ,i,k,k,a,l,k,a,ɭ,,,,,,,,,,,,,,,,,
ʋ,a,ɾ,a,j,j,a,r,u,k,k,a,p,p,a,ʈ,ʈ,a,,,,,,,,,,
