"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"p","e","<U+0272>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t","r","a","t<U+02D0>","i","e","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","e","t<U+02D0>","i","f","i","k","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","e","r","i","t","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","g","r","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","n","e","s","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","s","t","a","n","t","a","n","e","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA
"v","i","n","t<U+0361><U+0283>","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","s<U+02D0>","a","f","o","r","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","n","e","f","i","t<U+0361><U+0283>","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","o","m","i","n","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","e","r","i","t","e","v","o","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","p<U+02D0>","r","e","t<U+0361>s","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t","r","a","t<U+02D0>","e","n","e","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","u","s<U+02D0>","u","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","n","f","i","d","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","o","m","e","t<U+02D0>","e","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","n","e","r","d<U+0361><U+0292>","i","k","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","r","e","a","t","i","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","n","t","a","d<U+0361><U+0292><U+02D0>","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","i","b","r","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","i","d<U+0361><U+0292>","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","i","n","t<U+0361><U+0283>","e","r","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","<U+0272>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","e","t<U+0361><U+0283>","i","s","i","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","k","u","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","l","b","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","d","i","m","e","n","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","r","u","d","i","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","e","l","e","t<U+02D0>","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","u","p","i","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","n","t","i","n","u","i","t","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","s","t","e","n","i","b","i","l","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","l","o","d<U+0361><U+0292>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","e","r","e","n","t","e","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","l<U+02D0>","u","m","i","n","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","l","e","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","u","b","l","i","m","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","o","l","t<U+0361><U+0283>","e","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","s","t","r","u","t<U+02D0>","u","r","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","e","n","t","i","l","e","t<U+0361>s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","e","l","i","k","a","t","e","t<U+0361>s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","n","e","f","a","t<U+02D0>","o","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","v","i","d","i","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","l","m","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","m","p","a","k","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","i","e","d","e","r","s","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","u","r","e","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","d","o","r","a","s","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"w","o","r","k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","m","i","l","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","a","t","i","k","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","i","e","d","e","r","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","m","i","n","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","t<U+0361><U+0283><U+02D0>","i","t","a","s","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","i","k<U+02D0>","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","e","a","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","n","f","o","r","t","e","v","o","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","m<U+02D0>","e","n","s","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t<U+0361><U+0283>","e","n","i","k","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","l<U+02D0>","u","m","i","n","a","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","l","v","a","t","o","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","<U+0283>","a","t<U+02D0>","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t<U+0361><U+0283>","i","s","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","r","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","r","a","n","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","s<U+02D0>","e","s<U+02D0>","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","t","u","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","i","t<U+02D0>","o","r","e","<U+0283>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u","m","o","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","v<U+02D0>","e","n","t","u","r","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","v","i","n","t<U+0361><U+0283>","i","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","e","r","i","f","i","k","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","t<U+02D0>","i","m","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","l","i","d<U+0361><U+0292>","e","n","s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","u","t","e","n","t","i","t<U+0361><U+0283>","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","r","a","t","e","r","n","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","i","l","i","t<U+0361>s","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","s","p","i","r","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","a","l","e","n","t","u","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","o","m","i","n","a","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","l<U+02D0>","i","m","i","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","f<U+02D0>","e","t<U+02D0>","u","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","p<U+02D0>","r","o","p","r","i","a","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","r","i","o","n","f","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","n","t","u","o","s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","f<U+02D0>","l","u","e","n","s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","d","e","n","d","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","m","o","d","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","p","e","s","t","i","v","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA
"i","n","t","u","i","t","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","n","t","u","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","i","b","e","r","a","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","m<U+02D0>","o","v","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","s","a","l","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","m","p","e","k<U+02D0>","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","t<U+02D0>","i","m","i","z","m","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","f","i","a","m<U+02D0>","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","t<U+0361><U+0283><U+02D0>","i","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","p<U+02D0>","r","o","p","r","i","a","r","s","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","k<U+02D0>","a","t<U+02D0>","i","v","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","s","t","r","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","p","o","r","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","p","i","e","n","t","e","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t<U+0361><U+0283>","e","n","t","i","v","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","t<U+02D0>","i","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","r","a","d<U+0361><U+0292><U+02D0>","o","s","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","r","a","d<U+0361><U+0292><U+02D0>","o","s","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","s","p","e","t<U+02D0>","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","m","p","e","t","i","t","i","v","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","t<U+02D0>","r","a","t<U+02D0>","i","v","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","t<U+02D0>","i","m","i","s","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","t<U+0361><U+0283>","i","l","i","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","e","r","s","o","n","a","l","i","t<U+0361>s","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","e","k","u","i","v","o","k","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA
"i","n","k","a","n","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","r","d","i","a","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","l","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","n","d","e","r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","i","v","i","l","e","d<U+0361><U+0292>","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","e","m","i","s<U+02D0>","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","s","p","e","t<U+02D0>","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","a","<U+0272>","i","f","i","t<U+0361><U+0283>","e","n","s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","l<U+02D0>","e","t<U+0361><U+0283>","i","t","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t","i","m","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t<U+0361><U+0283>","a","l","u","p<U+02D0>","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","p","u","m","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","l","d","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","i","a","t<U+0361><U+0283>","u","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","t","e","n","s","i","o","n","a","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","r<U+02D0>","i","d","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","k","o","n","t","r","a","s","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","m","p","a","r","s","i","a","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","r","i","l<U+02D0>","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","d<U+0361><U+0292>","i","t","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","b<U+02D0>","e","l<U+02D0>","i","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","r","d","i","n","a","s","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","o","p","e","r","a","t","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","m","a","r","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","s","p","i","r","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","e","s","i","s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","v","i","n","a","s","i","o","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","m<U+02D0>","i","s<U+02D0>","i","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","u","t","o","r","i","t<U+0361>s","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","n","e","s","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","f","l","e","s<U+02D0>","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","r","i","l<U+02D0>","a","n","t","e","t<U+0361>s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","r","i","o","n","f","a","l","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","o","s","p","e","r","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","d","o","v","i","n","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","v","e","r","t","i","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","n","d","i","m","e","n","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","a","s","t","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n<U+02D0>","o","k","u","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","o","s<U+02D0>","i","d","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","s","t","e","n","i","t","r","i","t<U+0361><U+0283>","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","d","e","n<U+02D0>","i","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","a","t<U+0361><U+0283>","i","l","i","t","a","n","d","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0283>","o","n","d","o","l","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"z","v","e","<U+028E>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","e","v","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","<U+0283>","a","l","d","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","s","u","b","e","r","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","i","d","u","t<U+0361><U+0283>","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","m","p","r","e","s<U+02D0>","i","o","n","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","m","o","s","i","o","n","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","v","i","d","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","i","s","i","o","n","a","r","i","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","o","r<U+02D0>","i","d","e","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","o","r","t","u","n","a","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","d","o","r","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","e","r","s","o","n","a","l","i","t<U+0361>s","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"o","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","i","v","e","r","s","i","f","i","k","a","t","a",NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","p","e","t<U+0361>s","a","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","i","n","u","s","i","o","s","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA
"p","r","e","s","a","d<U+0361><U+0292>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","r<U+02D0>","e","s","i","s","t","i","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","l","d","e","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","u","t<U+02D0>","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","u","s","p","i","k","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","e","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","e","a","t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","b<U+02D0>","r","a","t<U+0361><U+0283><U+02D0>","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","t","u","p","e","n","d","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","e","k","u","i","v","o","k","a","b","i","l","m","e","n","t","e",NA,NA,NA,NA
"p","r","e","s<U+02D0>","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","k","u","i","s","i","t","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"s","a","n","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t","e","m","p","e","s","t","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d","u","r","e","v","o","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","l<U+02D0>","e","g","r","i","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","f","a","l<U+02D0>","i","b","i","l","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"l","u","t<U+0361><U+0283>","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","e","s","t","i","v","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","d","o","l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"v","a","l","o","r","o","s","a","m","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","o","t","i","v","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"i","n","d","i","m","e","n","t","i","k","a","b","i","l","e",NA,NA,NA,NA,NA,NA,NA
"a","f<U+02D0>","i","n","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","e","n","e","t","r","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"r","i","v","o","l","u","s","i","o","n","a","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","o","t","i","v","a","t","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","r","i","t<U+0361>s","a","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b","e","n","e","v","o","l","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","o","o","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","l","o","k","u","e","n","t","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","r","t","e","d<U+0361><U+0292><U+02D0>","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","o","n","f","i","d","a","n","d","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","l","o","k","u","e","n","s","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t<U+0361><U+0283>","e","l","e","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","r","o","f","u","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"m","o","d","e","s","t","i","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d<U+0361><U+0292>","o","k","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","r","o","m","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"a","r","m","o","n","i","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g","r","a","s","i","o","s","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p","u","r","i","f","i","k","a","r","e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"k","a","r","i","n","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"e","s","t","a","s","i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"f","o","r","t","u","i","t","o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
