13276,i,m,p,r,o,v,e,d,,,,,,,,,,,,,,
13277,f,i,n,e,,,,,,,,,,,,,,,,,,
13278,e,t,h,i,c,a,l,,,,,,,,,,,,,,,
13279,e,f,f,e,c,t,i,v,e,l,y,,,,,,,,,,,
13280,c,o,n,s,i,s,t,e,n,t,,,,,,,,,,,,
13281,c,e,l,e,b,r,a,t,i,o,n,,,,,,,,,,,
13282,m,aː,pʰ,ə,k,,,,,,,,,,,,,,,,,
13283,t,ə,t,p,ə,r,,,,,,,,,,,,,,,,
13284,u,t,s,u,k,t,aː,,,,,,,,,,,,,,,
13285,u,d͡ʑ,d͡ʑ,v,ə,l,,,,,,,,,,,,,,,,
13286,i,ʂ,ʈ,ə,,,,,,,,,,,,,,,,,,
13287,a,ʂ,ʈ,ə,p,æː,l,uː,,,,,,,,,,,,,,
13288,v,a,l,u,a,b,l,e,,,,,,,,,,,,,,
13289,h,e,l,p,e,d,,,,,,,,,,,,,,,,
13290,s,v,ə,r,ɡ,iː,j,,,,,,,,,,,,,,,
13291,s,u,d,æː,v,aː,n,e,,,,,,,,,,,,,,
13292,v,ə,k,t,r̩,t,v,ə,,,,,,,,,,,,,,
13293,m,ə,r,d͡ʑ,iː,,,,,,,,,,,,,,,,,
13294,t,ə,r,b,e,d͡ʑ,ə,,,,,,,,,,,,,,,
13295,ɡ,o,r,aː,,,,,,,,,,,,,,,,,,
13296,aː,v,ɖ,iː,,,,,,,,,,,,,,,,,,
13297,aː,v,ɖ,ə,t,aː,,,,,,,,,,,,,,,,
13298,a,m,r,j,aː,d,,,,,,,,,,,,,,,,
13299,w,i,n,n,e,r,s,,,,,,,,,,,,,,,
13300,s,u,i,t,a,b,l,e,,,,,,,,,,,,,,
13301,r,e,s,t,o,r,e,d,,,,,,,,,,,,,,
13302,q,u,a,l,i,f,i,e,d,,,,,,,,,,,,,
13303,n,i,c,e,,,,,,,,,,,,,,,,,,
13304,d,e,d,i,c,a,t,e,d,,,,,,,,,,,,,
13305,c,a,p,a,b,l,e,,,,,,,,,,,,,,,
13306,s,ə,b̤,j,ə,,,,,,,,,,,,,,,,,
13307,s,ə,n,m,aː,n,n,iː,j,,,,,,,,,,,,,
13308,m,ɔː,d͡ʑ,ə,,,,,,,,,,,,,,,,,,
13309,m,o,ɦ,i,n,iː,,,,,,,,,,,,,,,,
13310,m,aː,s,ʈ,ə,r,s,ə,,,,,,,,,,,,,,
13311,d,uː,r,ɡ,aː,m,iː,,,,,,,,,,,,,,,
13312,t͡ɕ,aː,ɦ,t,aː,,,,,,,,,,,,,,,,,
13313,k,ə,l,p,ə,k,,,,,,,,,,,,,,,,
13314,k,ə,r,m,ə,ɳ,uː,k,,,,,,,,,,,,,,
13315,aː,ɕ,t͡ɕ,ə,r,j,ə,k,aː,r,ə,k,,,,,,,,,,
13316,aː,d,r,ə,ɳ,iː,j,,,,,,,,,,,,,,,
13317,q,u,a,l,i,f,y,,,,,,,,,,,,,,,
13318,f,a,i,t,h,,,,,,,,,,,,,,,,,
13319,s,u,l,b̤,ə,t,aː,,,,,,,,,,,,,,,
13320,s,aː,t,t,j,ə,,,,,,,,,,,,,,,,
13321,s,ə,b,ə,ɭ,ə,,,,,,,,,,,,,,,,
13322,l,iː,n,,,,,,,,,,,,,,,,,,,
13323,r,ə,m,ɳ,iː,j,,,,,,,,,,,,,,,,
13324,b̤,ə,l,aː,,,,,,,,,,,,,,,,,,
13325,p,r,e,r,ɳ,aː,d,aː,j,iː,,,,,,,,,,,,
13326,p,r,e,m,ə,ɭ,ə,,,,,,,,,,,,,,,
13327,n,i,r,v,i,v,aː,d,,,,,,,,,,,,,,
13328,t,ə,ɖ,ə,k,,,,,,,,,,,,,,,,,
13329,d͡ʑ,ə,j,ɡ̤,o,ʂ,,,,,,,,,,,,,,,,
13330,t͡ɕ,ə,ɖ̤,v,ə,ɳ,e,,,,,,,,,,,,,,,
13331,ɡ,u,ɳ,k,aː,r,iː,,,,,,,,,,,,,,,
13332,kʰ,uː,ʂ,,,,,,,,,,,,,,,,,,,
13333,kʰ,ə,ɭ,ə,b,ə,ɭ,ə,,,,,,,,,,,,,,
13334,kʰ,ə,m,b,iː,r,,,,,,,,,,,,,,,,
13335,k,ə,l,p,i,t,,,,,,,,,,,,,,,,
13336,u,ɡ̤,ɖ,ə,p,ə,ɳ,e,,,,,,,,,,,,,,
13337,aː,n,ə,n,d,d,aː,j,iː,,,,,,,,,,,,,
13338,n,o,t,a,b,l,y,,,,,,,,,,,,,,,
13339,i,n,t,e,r,e,s,t,s,,,,,,,,,,,,,
13340,i,d,e,a,l,,,,,,,,,,,,,,,,,
13341,e,n,c,o,u,r,a,g,e,,,,,,,,,,,,,
13342,d,i,s,t,i,n,c,t,i,o,n,,,,,,,,,,,
13343,s,v,aː,d,,,,,,,,,,,,,,,,,,
13344,s,o,iː,,,,,,,,,,,,,,,,,,,
13345,s,i,d̤,d,ə,,,,,,,,,,,,,,,,,
13346,ɕ,i,s,e,,,,,,,,,,,,,,,,,,
13347,v,aː,ɦ,v,aː,,,,,,,,,,,,,,,,,
13348,t,o,l,,,,,,,,,,,,,,,,,,,
13349,t,ə,n,t,o,t,ə,n,t,ə,,,,,,,,,,,,
13350,t͡ɕ,ə,p,ə,ɭ,ə,,,,,,,,,,,,,,,,
13351,a,n,u,m,o,d,ə,n,,,,,,,,,,,,,,
13352,t,r,a,n,s,p,a,r,e,n,t,,,,,,,,,,,
13353,l,e,a,d,s,,,,,,,,,,,,,,,,,
13354,h,e,l,p,f,u,l,,,,,,,,,,,,,,,
13355,h,a,p,p,y,,,,,,,,,,,,,,,,,
13356,e,a,s,e,,,,,,,,,,,,,,,,,,
13357,a,u,t,o,n,o,m,o,u,s,,,,,,,,,,,,
13358,a,p,p,e,a,l,,,,,,,,,,,,,,,,
13359,a,c,c,e,s,s,i,b,l,e,,,,,,,,,,,,
13360,s,aː,n,t,v,ə,n,,,,,,,,,,,,,,,
13361,v,aː,t͡ɕ,ə,n,iː,j,,,,,,,,,,,,,,,
13362,m,ə,n,o,r,ə,n,d͡ʑ,ə,k,,,,,,,,,,,,
13363,b̤,ə,ɖ,ə,k,,,,,,,,,,,,,,,,,
13364,p,r,aː,v,iː,ɳ,j,ə,,,,,,,,,,,,,,
13365,p,r,ə,j,t,n,ə,ɕ,iː,l,,,,,,,,,,,,
13366,p,r,ə,k,aː,ɕ,ə,m,aː,n,,,,,,,,,,,,
13367,n,ə,j,n,ə,r,ə,m,j,ə,,,,,,,,,,,,
13368,ʈ,i,k,aː,uː,,,,,,,,,,,,,,,,,
13369,k,ə,v,i,t,e,t͡ɕ,aː,,,,,,,,,,,,,,
13370,u,d,aː,t,t,ə,,,,,,,,,,,,,,,,
13371,aː,v,ɖ,ə,l,e,,,,,,,,,,,,,,,,
13372,r,e,g,a,r,d,,,,,,,,,,,,,,,,
13373,r,a,p,i,d,,,,,,,,,,,,,,,,,
13374,p,r,o,g,r,e,s,s,,,,,,,,,,,,,,
13375,p,r,a,i,s,e,,,,,,,,,,,,,,,,
13376,p,o,w,e,r,f,u,l,,,,,,,,,,,,,,
13377,i,m,p,a,r,t,i,a,l,,,,,,,,,,,,,
13378,e,f,f,i,c,i,e,n,t,,,,,,,,,,,,,
13379,c,e,l,e,b,r,a,t,e,,,,,,,,,,,,,
13380,a,d,v,a,n,t,a,g,e,s,,,,,,,,,,,,
13381,ɦ,ə,s,ə,t,,,,,,,,,,,,,,,,,
13382,s,ə,m,aː,d̤,aː,n,k,aː,r,ə,k,,,,,,,,,,
13383,m,aː,n,ɳ,e,,,,,,,,,,,,,,,,,
13384,b,ə,ɦ,u,m,o,l,,,,,,,,,,,,,,,
13385,p,u,n,r,u,d͡ʑ,d͡ʑ,iː,v,ə,n,,,,,,,,,,,
13386,n,i,r,b̤,ə,j,,,,,,,,,,,,,,,,
13387,d,e,ɕ,ə,b̤,k,t,ə,,,,,,,,,,,,,,
13388,d͡ʑ,i,v,l,ə,ɡ,,,,,,,,,,,,,,,,
13389,d͡ʑ,i,ŋ,k,ɳ,e,,,,,,,,,,,,,,,,
13390,k,r̩,t,j,e,,,,,,,,,,,,,,,,,
13391,a,v,aː,ɖ̤,v,j,ə,,,,,,,,,,,,,,,
13392,a,t͡ɕ,uː,k,p,ə,ɳ,e,,,,,,,,,,,,,,
13393,w,a,r,m,,,,,,,,,,,,,,,,,,
13394,v,e,r,i,f,i,a,b,l,e,,,,,,,,,,,,
13395,s,w,e,e,t,,,,,,,,,,,,,,,,,
13396,s,u,r,v,i,v,a,l,,,,,,,,,,,,,,
13397,s,o,f,t,,,,,,,,,,,,,,,,,,
13398,s,a,f,e,,,,,,,,,,,,,,,,,,
13399,r,e,a,s,o,n,a,b,l,e,,,,,,,,,,,,
13400,p,u,r,e,,,,,,,,,,,,,,,,,,
13401,p,e,a,c,e,,,,,,,,,,,,,,,,,
13402,c,l,a,s,s,i,c,,,,,,,,,,,,,,,
13403,a,p,p,r,o,v,a,l,,,,,,,,,,,,,,
13404,ɦ,u,ɕ,aː,r,iː,,,,,,,,,,,,,,,,
13405,s,v,aː,v,l,ə,m,b,iː,,,,,,,,,,,,,
13406,s,v,aː,t,ə,n,t,r,ə,,,,,,,,,,,,,
13407,s,p,ə,r,d̤,aː,t,m,ə,k,,,,,,,,,,,,
13408,s,ə,l,o,kʰ,aː,,,,,,,,,,,,,,,,
13409,s,ə,kʰ,j,ə,,,,,,,,,,,,,,,,,
13410,v,i,ɕ,v,ə,s,n,iː,j,,,,,,,,,,,,,
13411,v,i,n,m,r,ə,,,,,,,,,,,,,,,,
13412,d̤,ə,n,iː,,,,,,,,,,,,,,,,,,
13413,d,aː,t,aː,,,,,,,,,,,,,,,,,,
13414,d,ə,r,aː,r,aː,,,,,,,,,,,,,,,,
13415,u,t,k,r̩,ʂ,ʈʰ,ə,,,,,,,,,,,,,,,
13416,aː,n,ə,n,d,i,t,,,,,,,,,,,,,,,
13417,s,t,a,b,l,e,,,,,,,,,,,,,,,,
13418,s,p,i,r,i,t,u,a,l,,,,,,,,,,,,,
13419,s,k,i,l,l,,,,,,,,,,,,,,,,,
13420,g,u,i,d,a,n,c,e,,,,,,,,,,,,,,
13421,g,u,a,r,a,n,t,e,e,,,,,,,,,,,,,
13422,e,n,h,a,n,c,e,,,,,,,,,,,,,,,
13423,d,y,n,a,m,i,c,,,,,,,,,,,,,,,
13424,d,i,s,t,i,n,g,u,i,s,h,e,d,,,,,,,,,
13425,a,d,v,o,c,a,t,e,s,,,,,,,,,,,,,
13426,a,c,c,u,r,a,t,e,l,y,,,,,,,,,,,,
13427,a,c,c,u,r,a,t,e,,,,,,,,,,,,,,
13428,s,pʰ,uː,r,t,iː,,,,,,,,,,,,,,,,
13429,v,j,aː,s,ə,ŋ,ɡ,ə,,,,,,,,,,,,,,
13430,v,i,v,e,k,iː,,,,,,,,,,,,,,,,
13431,l,ə,v,ə,t͡ɕ,i,k,t,aː,,,,,,,,,,,,,
13432,m,uː,k,,,,,,,,,,,,,,,,,,,
13433,p,r,iː,t,i,,,,,,,,,,,,,,,,,
13434,p,r,ə,t,i,b̤,aː,v,aː,n,,,,,,,,,,,,
13435,p,r,ə,k,ʈ,iː,k,ə,r,ə,ɳ,,,,,,,,,,,
13436,d,ə,r,ɕ,ə,v,ɳ,aː,r,iː,,,,,,,,,,,,
13437,t,aː,d͡ʑ,aː,,,,,,,,,,,,,,,,,,
13438,t͡ɕ,i,k,aː,ʈ,iː,,,,,,,,,,,,,,,,
13439,kʰ,uː,ɕ,ə,,,,,,,,,,,,,,,,,,
13440,k,i,r,t,iː,,,,,,,,,,,,,,,,,
13441,o,l,aː,n,ɖ,l,iː,,,,,,,,,,,,,,,
13442,u,d,d̤,aː,r,aː,s,aː,ʈʰ,iː,,,,,,,,,,,,
13443,aː,v,ɖ,ə,t,j,aː,,,,,,,,,,,,,,,
13444,a,v,i,t͡ɕ,ə,l,,,,,,,,,,,,,,,,
13445,w,i,s,e,,,,,,,,,,,,,,,,,,
13446,s,e,c,u,r,e,,,,,,,,,,,,,,,,
13447,r,e,f,o,r,m,,,,,,,,,,,,,,,,
13448,p,e,r,f,e,c,t,,,,,,,,,,,,,,,
13449,i,n,t,i,m,a,t,e,,,,,,,,,,,,,,
13450,i,n,t,e,g,r,a,l,,,,,,,,,,,,,,
13451,f,r,e,s,h,,,,,,,,,,,,,,,,,
13452,f,a,m,e,,,,,,,,,,,,,,,,,,
13453,e,x,c,e,l,l,e,n,t,,,,,,,,,,,,,
13454,c,a,p,a,b,i,l,i,t,y,,,,,,,,,,,,
13455,s,u,kʰ,aː,n,e,,,,,,,,,,,,,,,,
13456,s,ə,m,e,ʈ,,,,,,,,,,,,,,,,,
13457,v,aː,d͡ʑ,ə,v,iː,,,,,,,,,,,,,,,,
13458,m,aː,n,n,iː,j,,,,,,,,,,,,,,,,
13459,m,aː,t,b,b,ə,r,,,,,,,,,,,,,,,
13460,pʰ,aː,j,d,e,ɕ,iː,r,,,,,,,,,,,,,,
13461,p,ə,t,,,,,,,,,,,,,,,,,,,
13462,n,æː,p,u,ɳ,j,ə,,,,,,,,,,,,,,,
13463,d,i,l,aː,s,aː,,,,,,,,,,,,,,,,
13464,k,ə,ɭ,ə,k,ə,ɭ,ə,,,,,,,,,,,,,,
13465,ɔː,d,aː,r,j,ə,,,,,,,,,,,,,,,,
13466,e,k,o,p,aː,,,,,,,,,,,,,,,,,
13467,u,t,s,aː,ɦ,v,ə,r,d̤,ə,k,,,,,,,,,,,
13468,aː,b̤,aː,r,iː,,,,,,,,,,,,,,,,,
13469,aː,n,ə,n,d,aː,t͡ɕ,aː,,,,,,,,,,,,,,
13470,aː,k,r,ʂ,ə,ɳ,e,,,,,,,,,,,,,,,
13471,a,v,i,s,m,ə,r,ɳ,iː,j,,,,,,,,,,,,
13472,w,o,r,t,h,,,,,,,,,,,,,,,,,
13473,t,r,u,s,t,,,,,,,,,,,,,,,,,
13474,s,i,m,p,l,e,s,t,,,,,,,,,,,,,,
13475,r,e,v,i,v,a,l,,,,,,,,,,,,,,,
13476,l,o,g,i,c,a,l,,,,,,,,,,,,,,,
13477,h,o,l,y,,,,,,,,,,,,,,,,,,
13478,e,d,u,c,a,t,e,d,,,,,,,,,,,,,,
13479,c,o,m,p,e,t,i,t,i,v,e,,,,,,,,,,,
13480,c,o,m,f,o,r,t,a,b,l,e,,,,,,,,,,,
13481,b,e,n,e,f,i,t,s,,,,,,,,,,,,,,
13482,a,f,f,e,c,t,i,o,n,,,,,,,,,,,,,
13483,a,c,c,l,a,i,m,e,d,,,,,,,,,,,,,
13484,ɦ,e,v,aː,,,,,,,,,,,,,,,,,,
13485,ɦ,ə,s,uː,,,,,,,,,,,,,,,,,,
13486,s,u,d̤,aː,r,t,e,,,,,,,,,,,,,,,
13487,s,u,d̤,aː,r,ɳ,aː,n,t͡ɕ,j,aː,,,,,,,,,,,
13488,s,ə,m,aː,d̤,aː,n,iː,,,,,,,,,,,,,,
13489,ɕ,e,r,aː,,,,,,,,,,,,,,,,,,
13490,ɕ,ə,k,t,iː,ɕ,aː,l,iː,,,,,,,,,,,,,
13491,m,ə,n,t,r,ə,m,u,ɡ,d̤,ə,,,,,,,,,,,
13492,b̤,ə,l,iː,,,,,,,,,,,,,,,,,,
13493,p,r,e,j,s,iː,,,,,,,,,,,,,,,,
13494,p,ə,ɦ,aː,ʈ,,,,,,,,,,,,,,,,,
13495,n,uː,t,n,iː,k,ə,r,ə,ɳ,,,,,,,,,,,,
13496,d̤,æː,r,j,aː,n,e,,,,,,,,,,,,,,,
13497,d,e,v,d,uː,t,,,,,,,,,,,,,,,,
13498,t͡ɕ,i,v,ə,ʈ,,,,,,,,,,,,,,,,,
13499,t͡ɕ,aː,t,u,r,j,ə,,,,,,,,,,,,,,,
13500,k,ə,ɭ,iː,,,,,,,,,,,,,,,,,,
13501,u,n,n,ə,t,,,,,,,,,,,,,,,,,
13502,aː,ʈ,o,p,ə,ɕ,iː,r,,,,,,,,,,,,,,
13503,aː,k,aː,ŋ,k,ɕ,aː,,,,,,,,,,,,,,,
13504,a,ɡ,r,ə,b̤,aː,ɡ,iː,,,,,,,,,,,,,,
13505,w,i,l,l,i,n,g,,,,,,,,,,,,,,,
13506,t,h,r,i,v,i,n,g,,,,,,,,,,,,,,
13507,q,u,i,e,t,,,,,,,,,,,,,,,,,
13508,p,r,o,m,i,n,e,n,c,e,,,,,,,,,,,,
13509,p,e,a,c,e,f,u,l,,,,,,,,,,,,,,
13510,m,a,s,t,e,r,,,,,,,,,,,,,,,,
13511,m,a,g,i,c,,,,,,,,,,,,,,,,,
13512,i,n,f,l,u,e,n,t,i,a,l,,,,,,,,,,,
13513,h,e,a,l,t,h,y,,,,,,,,,,,,,,,
13514,f,r,e,e,d,o,m,s,,,,,,,,,,,,,,
13515,f,a,s,t,e,r,,,,,,,,,,,,,,,,
13516,f,a,n,s,,,,,,,,,,,,,,,,,,
13517,e,m,i,n,e,n,t,,,,,,,,,,,,,,,
13518,d,e,f,e,a,t,,,,,,,,,,,,,,,,
13519,c,o,n,v,e,n,i,e,n,t,,,,,,,,,,,,
13520,c,o,m,p,a,t,i,b,l,e,,,,,,,,,,,,
13521,c,o,m,m,i,t,m,e,n,t,,,,,,,,,,,,
13522,a,s,s,u,r,a,n,c,e,,,,,,,,,,,,,
13523,a,p,p,r,e,c,i,a,t,e,,,,,,,,,,,,
13524,t,o,p,,,,,,,,,,,,,,,,,,,
13525,s,ə,n,m,aː,n,j,ə,,,,,,,,,,,,,,
13526,s,ə,ɖ,p,aː,t,ə,ɭ,ə,,,,,,,,,,,,,
13527,l,iː,ɖ,s,ə,,,,,,,,,,,,,,,,,
13528,r,e,ʈ,aː,,,,,,,,,,,,,,,,,,
13529,b,i,n,ə,ɕ,ə,r,t,ə,,,,,,,,,,,,,
13530,pʰ,ə,l,d,aː,j,iː,,,,,,,,,,,,,,,
13531,p,r,i,j,k,ə,r,,,,,,,,,,,,,,,
13532,n,j,aː,j,j,ə,,,,,,,,,,,,,,,,
13533,n,i,ʂ,ʈʰ,aː,v,ə,n,t,ə,,,,,,,,,,,,
13534,d,ə,j,aː,ɭ,uː,,,,,,,,,,,,,,,,
13535,tʰ,ə,r,aː,r,ə,k,,,,,,,,,,,,,,,
13536,t,aː,d͡ʑ,e,,,,,,,,,,,,,,,,,,
13537,ɡ,aː,ʈʰ,ɳ,e,,,,,,,,,,,,,,,,,
13538,u,t͡ɕ,ə,l,ɳ,e,,,,,,,,,,,,,,,,
13539,aː,ɕ,aː,v,aː,d,,,,,,,,,,,,,,,,
13540,aː,r,aː,m,aː,t,,,,,,,,,,,,,,,,
13541,t,r,o,p,h,y,,,,,,,,,,,,,,,,
13542,t,r,a,c,t,i,o,n,,,,,,,,,,,,,,
13543,s,u,p,e,r,,,,,,,,,,,,,,,,,
13544,s,i,m,p,l,e,r,,,,,,,,,,,,,,,
13545,s,a,t,i,s,f,i,e,d,,,,,,,,,,,,,
13546,s,a,i,n,t,,,,,,,,,,,,,,,,,
13547,r,e,m,e,d,y,,,,,,,,,,,,,,,,
13548,r,e,c,o,m,m,e,n,d,,,,,,,,,,,,,
13549,r,e,a,s,o,n,a,b,l,y,,,,,,,,,,,,
13550,p,r,o,m,p,t,,,,,,,,,,,,,,,,
13551,p,r,o,f,i,c,i,e,n,t,,,,,,,,,,,,
13552,k,i,n,d,l,y,,,,,,,,,,,,,,,,
13553,i,n,t,e,g,r,a,t,e,d,,,,,,,,,,,,
13554,i,m,p,r,o,v,e,s,,,,,,,,,,,,,,
13555,d,i,v,i,n,e,,,,,,,,,,,,,,,,
13556,c,l,e,a,n,,,,,,,,,,,,,,,,,
13557,b,e,a,u,t,i,f,u,l,,,,,,,,,,,,,
13558,a,s,s,u,r,a,n,c,e,s,,,,,,,,,,,,
13559,a,p,p,r,e,c,i,a,t,e,d,,,,,,,,,,,
13560,a,f,f,i,n,i,t,y,,,,,,,,,,,,,,
13561,a,c,c,o,m,p,l,i,s,h,e,d,,,,,,,,,,
13562,a,c,c,l,a,i,m,,,,,,,,,,,,,,,
13563,ɦ,ə,ɭ,u,v,aː,r,,,,,,,,,,,,,,,
13564,s,v,e,t͡ɕ,t͡ɕʰ,e,n,e,,,,,,,,,,,,,,
13565,s,m,aː,r,ʈ,ə,,,,,,,,,,,,,,,,
13566,s,u,s,ə,m,b,d,d̤,ə,,,,,,,,,,,,,
13567,s,u,d̤,aː,r,ɳ,e,,,,,,,,,,,,,,,
13568,s,ə,n,s,m,ə,r,ɳ,iː,j,,,,,,,,,,,,
13569,s,ə,n,v,e,d,n,ə,k,ɕ,ə,m,,,,,,,,,,
13570,ɕ,r,iː,m,ə,n,t,iː,,,,,,,,,,,,,,
13571,ɕ,u,d,d̤,ə,t,aː,,,,,,,,,,,,,,,
13572,ɕ,i,t,aː,pʰ,iː,n,e,,,,,,,,,,,,,,
13573,ɕ,ə,ɦ,aː,ɳ,p,ə,ɳ,,,,,,,,,,,,,,
13574,v,aː,d,j,aː,t͡ɕ,aː,,,,,,,,,,,,,,,
13575,r,uː,t͡ɕ,iː,,,,,,,,,,,,,,,,,,
13576,m,o,ʈʰ,e,p,ə,ɳ,,,,,,,,,,,,,,,
13577,m,e,ɦ,n,ə,t,iː,,,,,,,,,,,,,,,
13578,m,ə,ɦ,aː,p,u,r,u,ʂ,,,,,,,,,,,,,
13579,b̤,aː,ɡ,j,ə,v,aː,n,,,,,,,,,,,,,,
13580,p,o,ɦ,ə,t͡ɕ,uː,,,,,,,,,,,,,,,,
13581,n,ə,n,d,n,ə,v,ə,n,,,,,,,,,,,,,
13582,d̤,iː,ʈ,,,,,,,,,,,,,,,,,,,
13583,d,e,kʰ,ɳ,aː,,,,,,,,,,,,,,,,,
13584,ɡ,o,ɖ,v,aː,,,,,,,,,,,,,,,,,
13585,ɡ,u,n,t,l,e,l,e,,,,,,,,,,,,,,
13586,w,i,s,d,o,m,,,,,,,,,,,,,,,,
13587,u,n,i,t,y,,,,,,,,,,,,,,,,,
13588,s,o,p,h,i,s,t,i,c,a,t,e,d,,,,,,,,,
13589,p,r,e,f,e,r,a,b,l,e,,,,,,,,,,,,
13590,m,o,t,i,v,a,t,e,d,,,,,,,,,,,,,
13591,l,e,g,e,n,d,a,r,y,,,,,,,,,,,,,
13592,i,n,s,p,i,r,a,t,i,o,n,,,,,,,,,,,
13593,h,e,r,o,,,,,,,,,,,,,,,,,,
13594,g,r,a,n,d,,,,,,,,,,,,,,,,,
13595,f,l,e,x,i,b,l,e,,,,,,,,,,,,,,
13596,f,a,v,o,r,,,,,,,,,,,,,,,,,
13597,e,n,j,o,y,e,d,,,,,,,,,,,,,,,
13598,e,n,d,o,r,s,e,m,e,n,t,,,,,,,,,,,
13599,e,m,p,a,t,h,y,,,,,,,,,,,,,,,
13600,c,o,u,r,a,g,e,,,,,,,,,,,,,,,
13601,c,o,m,p,l,i,a,n,t,,,,,,,,,,,,,
13602,b,o,o,s,t,,,,,,,,,,,,,,,,,
13603,a,t,t,r,a,c,t,i,v,e,,,,,,,,,,,,
13604,s,u,r,ə,k,ɕ,i,t,p,ə,ɳ,e,,,,,,,,,,
13605,s,u,p,r,ə,s,i,d̤,d,ə,,,,,,,,,,,,
13606,s,u,d̤,aː,r,iː,t,,,,,,,,,,,,,,,
13607,s,u,k,ɕ,m,ə,,,,,,,,,,,,,,,,
13608,s,aː,m,r,tʰ,j,ə,v,aː,n,,,,,,,,,,,,
13609,s,ə,r,v,aː,d̤,i,k,aː,r,,,,,,,,,,,,
13610,ɕ,ə,ɦ,aː,ɳ,aː,,,,,,,,,,,,,,,,
13611,v,i,ɕ,e,ʂ,aː,d̤,i,k,aː,r,,,,,,,,,,,
13612,r,ə,k,ɕ,ə,ɳ,k,ə,r,t,aː,,,,,,,,,,,
13613,m,ə,ɦ,t,t,aː,,,,,,,,,,,,,,,,
13614,m,ə,n,d͡ʑ,uː,r,iː,,,,,,,,,,,,,,,
13615,p,ə,r,v,ə,ɖ,ə,ɳ,aː,r,e,,,,,,,,,,,
13616,n,i,ɕ,t͡ɕ,ə,l,,,,,,,,,,,,,,,,
13617,n,i,t,ə,ɭ,ə,,,,,,,,,,,,,,,,
13618,d̤,o,r,ɳ,iː,,,,,,,,,,,,,,,,,
13619,d,uː,r,d,r̩,ʂ,ʈ,iː,,,,,,,,,,,,,,
13620,tʰ,ə,r,aː,r,,,,,,,,,,,,,,,,,
13621,t͡ɕ,ə,k,aː,k,iː,,,,,,,,,,,,,,,,
13622,k,ɔː,t,u,k,aː,s,p,ə,d,,,,,,,,,,,,
13623,k,o,n,ə,ɕ,i,l,aː,,,,,,,,,,,,,,
13624,e,k,iː,k,r̩,t,,,,,,,,,,,,,,,,
13625,aː,ɕ,v,aː,s,ə,k,,,,,,,,,,,,,,,
13626,a,d͡ʑ,o,ɖ,,,,,,,,,,,,,,,,,,
13627,a,t͡ɕ,uː,k,p,ə,ɳ,aː,,,,,,,,,,,,,,
13628,w,i,n,s,,,,,,,,,,,,,,,,,,
13629,t,h,a,n,k,,,,,,,,,,,,,,,,,
13630,s,u,p,e,r,i,o,r,,,,,,,,,,,,,,
13631,s,u,c,c,e,e,d,,,,,,,,,,,,,,,
13632,s,m,a,r,t,,,,,,,,,,,,,,,,,
13633,s,i,m,p,l,i,f,i,e,d,,,,,,,,,,,,
13634,s,e,n,s,i,b,l,e,,,,,,,,,,,,,,
13635,r,e,p,u,t,a,b,l,e,,,,,,,,,,,,,
13636,r,e,n,e,w,e,d,,,,,,,,,,,,,,,
13637,r,e,l,i,e,f,,,,,,,,,,,,,,,,
13638,r,e,c,o,m,m,e,n,d,a,t,i,o,n,,,,,,,,
13639,p,r,i,z,e,,,,,,,,,,,,,,,,,
13640,p,r,e,f,e,r,a,b,l,y,,,,,,,,,,,,
13641,p,r,e,c,i,s,e,l,y,,,,,,,,,,,,,
13642,p,a,s,s,i,o,n,,,,,,,,,,,,,,,
13643,m,e,a,n,i,n,g,f,u,l,,,,,,,,,,,,
13644,m,a,t,u,r,i,t,y,,,,,,,,,,,,,,
13645,l,u,c,k,,,,,,,,,,,,,,,,,,
13646,l,i,b,e,r,t,y,,,,,,,,,,,,,,,
13647,i,n,t,i,m,a,c,y,,,,,,,,,,,,,,
13648,i,n,s,t,r,u,m,e,n,t,a,l,,,,,,,,,,
13649,i,n,n,o,v,a,t,i,v,e,,,,,,,,,,,,
13650,i,m,p,r,o,v,i,n,g,,,,,,,,,,,,,
13651,i,m,p,r,o,v,e,m,e,n,t,,,,,,,,,,,
13652,g,o,l,d,e,n,,,,,,,,,,,,,,,,
13653,g,a,i,n,i,n,g,,,,,,,,,,,,,,,
13654,f,l,e,x,i,b,i,l,i,t,y,,,,,,,,,,,
13655,f,a,v,o,u,r,,,,,,,,,,,,,,,,
13656,e,n,j,o,y,m,e,n,t,,,,,,,,,,,,,
13657,e,n,j,o,y,,,,,,,,,,,,,,,,,
13658,e,n,h,a,n,c,e,d,,,,,,,,,,,,,,
13659,d,i,s,t,i,n,c,t,i,v,e,,,,,,,,,,,
13660,d,e,s,i,r,a,b,l,e,,,,,,,,,,,,,
13661,d,e,f,e,a,t,i,n,g,,,,,,,,,,,,,
13662,c,o,n,f,i,d,e,n,c,e,,,,,,,,,,,,
13663,c,o,n,c,i,s,e,,,,,,,,,,,,,,,
13664,c,o,m,p,l,e,m,e,n,t,a,r,y,,,,,,,,,
13665,b,e,n,e,f,i,c,i,a,l,,,,,,,,,,,,
13666,a,c,h,i,e,v,e,m,e,n,t,s,,,,,,,,,,
13667,s,u,v,i,kʰ,j,aː,t,,,,,,,,,,,,,,
13668,s,u,kʰ,d,aː,j,ə,k,,,,,,,,,,,,,,
